Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,cleaned_benefits,cleaned_sideEffects,cleaned_comments,combined_features,effectiveness_score
3011,cipro,10,Highly Effective,No Side Effects,cellulitis,"It cleared the skin infection,effectively and quite fast, was convenient to take, and easy to remember.",0.0,0.0,cleared skin infection effectively quite fast convenient take easy remember,mild tiredness sensitivity bright sunlight mild joint aches slight difficulty sleeping tenderness particularly finger joints,pill taken orally without tea side effects may lack tea used drinking throughout day rather drug effects,cellulitis Highly Effective,3.0
2694,efudex,10,Highly Effective,No Side Effects,skin cancers,It removes boyh visible a nd unseen sun damage from the skin,0.0,0.0,removes boyh visible nd unseen sun damage skin,seem beno side effects produces ulceration skin changed cells drug works,topically applied cream ulcerates changed damaged skin cells considered precanerous creates red welts take antwhere two 6 weeks develop stop using cream takes 14 days heal flake leaving clear clean skin,skin cancers Highly Effective,3.0
4008,celexa,5,Moderately Effective,Severe Side Effects,depression,"For the depression it didn't make much of a difference; but it worked wonders for my anxiety. The edginess, nervousness, impatience, fear of socializing and going out of the house, completely disappeared after one month of taking it. My close friends even commented that 'I was my old self again'. I was much more relaxed and happy. It made me realize that I was misdiagnosed as depressed, when what I really have is anxiety. After talking to my new psiquiatrist, we came to that conclusion.",0.0,0.0,depression make much difference worked wonders anxiety edginess nervousness impatience fear socializing going house completely disappeared one month taking close friends even commented old self much relaxed happy made realize misdiagnosed depressed really anxiety talking new psiquiatrist came conclusion,complete loss libido discontinued treatment,started 10mg day one month started feel less anxious motivated energetic expected anti depressive medication dose went 20mg day another 3 4 months anti depression effects noticed dose went 30 mg day made difference either stopped taking gradually 20mg day 1 week 10mg day 3 weeks stopped completely waiting see feel see try another medication since side effect described intolerable,depression Moderately Effective,2.0
2993,sulfasalazine,1,Ineffective,Moderate Side Effects,crohn's disease,None (see next entry).,0.0,0.0,none see next entry,started using drug none classic symptoms crohn disease loose bowel movements abdominal pain etc side effects started started taking drug subsided stopped also developed side effects using drug including low level nausea loss appetite headaches,started dose 1 x 500 mg enteric coated tabs four times daily doctor recommended test dose see responded negatively drug tried increase 2x 500 mg tabs four times daily one week side effects experiencing increased dropped back tried one time increase dose gradually 2 x 500 mg morning 1 x 500 mg lunch dinner bedtime even became unpleasant put especially since symptoms started perservered 6 weeks deciding taper dose zero couple weeks symptoms disappeared,crohn's disease Ineffective,0.0
3833,lumigan,8,Considerably Effective,Mild Side Effects,glacoma,"control glacoma; since drug was so expensive, eye doctor started me out with sample drops. Drug was being used to stem the development of glacoma.",0.0,0.0,control glacoma since drug expensive eye doctor started sample drops drug used stem development glacoma,treatment right eye lashes got noticeable thicker,drop right eye nightly appears controlling development glacoma glacoma hard diagnose cornea thicker norm normal puff test gave incorrect readings several years diagnosed type 2 diabetes 2002 weight reached 397 poounds also diagnosed adult onset asthma moved oregon early 90 type 2 diabetes dr recommended consider gastric bypass surgery done ohsa portland october 2002 a1c tests started showing normal 6 months remained since dr portland told always get eyes checked opthamologist long term effects asthma drugs taken well diabetes,glacoma Considerably Effective,
3500,maxalt,8,Considerably Effective,Mild Side Effects,migraine,The drug melts on the tongue so there is no need for water and is great when you need to take a tablet in the car etc. It is effective as soon as the effects of a migraine appear and I would reccommend it to anyone who suffers.,0.0,0.0,drug melts tongue need water great need take tablet car etc effective soon effects migraine appear would reccommend anyone suffers,sometimes feel nausea may also due migraine get sonstipated,one tablet taken whne required second one taken two hours 2 taken 24 hours,migraine Considerably Effective,
407,restasis,6,Moderately Effective,No Side Effects,sjogren's syndrome,"The drug is supposed to help decrease tear production. My eyes are still dry and get irritated easily. However, they are better than before I started the drug. On the ocassions when I have stopped using it for 2-3 weeks, my symptoms worsen, so it does appear to be helping.",0.0,0.0,drug supposed help decrease tear production eyes still dry get irritated easily however better started drug ocassions stopped using 2 3 weeks symptoms worsen appear helping,noticeable side effects drug,insert 1 drop restasis eye morning evening use preservative free artificial tears needed,sjogren's syndrome Moderately Effective,2.0
4134,chantix,8,Highly Effective,Mild Side Effects,stop smoking,",being able to smoke while drug builds up in your system, I also really enjoyed the colorful and vivid dreams but some people are known to have terrible nigjhtmares.   Also you really do completely  Lose the urge to smoke!",0.0,0.0,able smoke drug builds system also really enjoyed colorful vivid dreams people known terrible nigjhtmares also really completely lose urge smoke,crazy vivid dreams,drug comes weekly packs expensive 300 month u take morning bed u smoke taking drug eventually lose urge smoke week nicotine blockers drug completely take away urge deal motion smaoking triggers though,stop smoking Highly Effective,3.0
2418,synthroid,3,Marginally Effective,No Side Effects,"papillary, follicular, tall-cell variant cancer","None-Well, my TSH is only .02, but my thyroglobulin levels are elevated as well as antibodies. So...MAYBE this helped keep the cancer down (over the years I've had multiple I-131 treatments, 33 IMRT or external beam radation treatments, and multiple surgeries to the neck region. The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer.",0.0,0.0,none well tsh 02 thyroglobulin levels elevated well antibodies maybe helped keep cancer years multiple 131 treatments 33 imrt external beam radation treatments multiple surgeries neck region drug seem help symptoms evidence since realizing thyroid cancer,review,drug seem help symptoms evidence since realizing thyroid cancer blood test results seem good,"papillary, follicular, tall-cell variant cancer Marginally Effective",1.0
3442,tazorac,6,Moderately Effective,Moderate Side Effects,adult acne/wrinkles,After skin finally healed - treatment areas were improved.,0.0,0.0,skin finally healed treatment areas improved,skin became red dry difficult cover healing skin also became itchy dry tight skin normally resilient get chemical peels use obaji products,applied pea size amount nightly face gel greasy dry like lightweight gel rx insurance cover amount product pay full price prescription,adult acne/wrinkles Moderately Effective,2.0
153,nizoral-shampoo,9,Highly Effective,No Side Effects,dandruff,Skin irritation and dandruff were eliminated after third use.,0.0,0.0,skin irritation dandruff eliminated third use,none,shampoo twice week least three weeks apply wet hair massage fingers leave product skin 5 10 minutes wash warm water use conditioner washing,dandruff Highly Effective,3.0
3655,retin-a,6,Marginally Effective,Mild Side Effects,wrinkles,My skin looked a little better but no significant improvement in wrinkles.  I  called the company and they said I should try it every second night.  I did that for a few months and did not get any result.  No peeling and flacking and still no significant difference in my wrinkles,0.0,0.0,skin looked little better significant improvement wrinkles called company said try every second night months get result peeling flacking still significant difference wrinkles,peeling flaking also skin became red went outdoors even sun block,evenings wash face wait 20 min apply pea size face making sure apply much,wrinkles Marginally Effective,1.0
1577,xanax,8,Considerably Effective,No Side Effects,anxiety,helped with anxiety.,0.0,0.0,helped anxiety,none,graduating high school best friend died car wreck extremely hard time going therapy prescribed zanax anxiety took needed feel helped feel type medication beneficial taken properly abused,anxiety Considerably Effective,
2404,synthroid,10,Highly Effective,No Side Effects,hypothyroidism,"The treatment benefits were the initial complaint of monthly cycle depression and nervousness went from occurring for a ten to fourteen day period down to a two day  
time frame.  Monthly menstruation also occurred in a more timely fashion - every 28 days.",0.0,0.0,treatment benefits initial complaint monthly cycle depression nervousness went occurring ten fourteen day period two day time frame monthly menstruation also occurred timely fashion every 28 days,treatment side effects,synthroid taken first thing morning empty stomach large glass water wait four hours consume type calcium wait one hour kinds food,hypothyroidism Highly Effective,3.0
2366,propecia,8,Considerably Effective,No Side Effects,hair loss,"After a couple of years of Propecia taking, I stopped loosing hair on the top of my head, moreover, it seems that hair got a little bit more dense, although I am not sure if this is just a feeling or a fact. It didn't improve my hairline in the temples though.",0.0,0.0,couple years propecia taking stopped loosing hair top head moreover seems hair got little bit dense although sure feeling fact improve hairline temples though,slight breast enlargement suffer side effects written drug leaflet,treatment simple take one pill per day morning,hair loss Considerably Effective,
1009,fentanyl,8,Moderately Effective,Mild Side Effects,chronic pain due to neck injury and surgeries,Pain reduction at a controlled rate over 72 hours,0.0,0.0,pain reduction controlled rate 72 hours,local irritation due adhesive dry mouth mild constipation mild memory loss slowed motor responses,medication delivered 2 topical patches 100 25 mcg patches changed every 72 hours used conjunction 15 mgs msir needed twice daily breakthrough pain also prescribed 8 mgs zanaflex bedtime along elavil treat depression commonly associated chronic health conditions,chronic pain due to neck injury and surgeries Moderately Effective,2.0
2674,prinivil,1,Moderately Effective,Extremely Severe Side Effects,high blood pressure,it lowered my b/p,0.0,0.0,lowered b p,horrible caugh day night month tiredness lack energy head felling spacey dizzyness upon laying interest sex extreme chest pain pain arms hands,effects drug oppinion almost killed longer take good,high blood pressure Moderately Effective,2.0
3737,lamictal,1,Moderately Effective,Extremely Severe Side Effects,bipolar ii,The drug stabilized my rapid cycling.  It facilitated my reducing alcohol consumption to decrease my hypomanic symptoms.,0.0,0.0,drug stabilized rapid cycling facilitated reducing alcohol consumption decrease hypomanic symptoms,severe suicidal thoughts severe depression feelings isolation absolutely motivation life fda issued statement patients twice likely experience suicidal thoughts ideation drug placebo unfortunately drug 15 months information released additional 7 months read psychiatrist outside u notified potential side effect feel like lost almost two years life,qd 150 mg wellbutrin qd 100 mg lamictal,bipolar ii Moderately Effective,2.0
280,xyrem,2,Ineffective,Mild Side Effects,"unrestful sleep, narcolepsy?",I sometimes wake up refreshed although with xyrem I only sleep for about 5 hrs every night,0.0,0.0,sometimes wake refreshed although xyrem sleep 5 hrs every night,night sweats waking early getting unrefreshed sleep every night,taking xyrem 2 months sleep 5 5 1 2 hours every night wake 3 3 1 2 hour 1st dose sleep 2 2 1 2 hours 2nd dose unable fall asleep weirdest thing get refreshing sleep every day days wake exhausted barely able make day hungry time next night usually sleep well better day going stop taking going explore options rozerem trazodone,"unrestful sleep, narcolepsy? Ineffective",0.0
3897,dispermox,9,Considerably Effective,No Side Effects,fever and tonsilitis,The treatment benefit was that my fever went down. My tonsilitis was also cured. After seven days or even less I was already feeling better. One benefit is that the cure can be taken orally with no downtime. It did not cause any side effects but sped up my recovery.,0.0,0.0,treatment benefit fever went tonsilitis also cured seven days even less already feeling better one benefit cure taken orally downtime cause side effects sped recovery,experience adverse effects took drug effect experienced made fever go cured tonsilits however know people react well amoxicillin allergic know sort adverse effects might experienced,doctor prescribed amoxicillin 500 mg take three times day seven days take paracetamol reduces fever took amoxicillin paracetamol together meal took morning breakfast took next one noontime lunch took third one evening dinner,fever and tonsilitis Considerably Effective,
4127,chantix,10,Considerably Effective,Mild Side Effects,to help quit smoking cigarettes,"I was able to quit smoking 2 1/2 yrs ago.  I had smoked 2 1/2 packs of menthols for 35 years.  No one,including me, thought I could ever quit.  The Chantix kept me from feeling any withdrawal from nicotine and made it so smoking didn't give me the ""boost"" it had.  There became no point in smoking.  I kept the last prescription to take ""PRN' when in certain situations.  It also took a little mental work.",0.0,0.0,able quit smoking 2 1 2 yrs ago smoked 2 1 2 packs menthols 35 years one including thought could ever quit chantix kept feeling withdrawal nicotine made smoking give boost became point smoking kept last prescription take prn certain situations also took little mental work,one noticed waking feeling like bad dreams realize side effect reading later bad dreams well worth results,take 1 2 dose pills maybe week starter pack move full strength take 1 morning one evening late day try establish quit day starting used 2 3 weeks tapered worked psychological aspects 2 days 1 cig day stopped 4 months insurance longer paid needed longer paid full price used last box prn evening situation thought might difficult take one hours going would work taking 1 daytime result bad dreams ended pills left note received incomplete rating one use vista form disappeared typing,to help quit smoking cigarettes Considerably Effective,
3145,tylenol,10,Highly Effective,No Side Effects,headache,"I believe that there are multiple treatment benefits of Taking Tylenol for my headache. Tylenol is safe, inexpensive, and does not require a physicians prescription. Additionally, it is available almost everywhere and therefor is convenient.",0.0,0.0,believe multiple treatment benefits taking tylenol headache tylenol safe inexpensive require physicians prescription additionally available almost everywhere therefor convenient,treatment side effects taking tylenol headache,deatails report headache gone within 30 minutes,headache Highly Effective,3.0
400,lantus,9,Highly Effective,Mild Side Effects,insulin dependent diabetes mellitus,"I experienced markedly improved fasting blood glucose levels, and greater stability of blood sugar before and after meals.  I had found with other treatment options, such as the insulin pump and the nph insulins that my morning blood sugars were always high, even with increased dosages.",0.0,0.0,experienced markedly improved fasting blood glucose levels greater stability blood sugar meals found treatment options insulin pump nph insulins morning blood sugars always high even increased dosages,side effects increased weight gain increased hypoglycemia late evenings early mornings side effect lantus 22 hour duration injection result whenever experience greater usual amount activity insulin sensitivity increases dramatically,treatment consisted morning evening dose lantus split 30 units evening 15 units morning took approximately two years playing dosage amounts find best fit dosages either resulted extremely low evening blood sugars extremely high morning blood sugars also changes activity result severe blood sugar swings well,insulin dependent diabetes mellitus Highly Effective,3.0
1607,coreg,10,Highly Effective,No Side Effects,cardiomyopathy,"Ejection Fraction increased from 27% to 55% over period of 8 years. No longer have chest pain, congestive heart failure, difficulty breathing, can do almost anything I want to.",0.0,0.0,ejection fraction increased 27 55 period 8 years longer chest pain congestive heart failure difficulty breathing almost anything want,least six months adjustment period medicine slowly increased learn limits activities stict medicine works wonders without faith,began 3 25 mg dosage taken 2 times day two weeks doubled mgs two weeks thereafter 25 mgs two times day,cardiomyopathy Highly Effective,3.0
1508,metoprolol,10,Highly Effective,Mild Side Effects,tachycardia,I have very few racing heart episodes since I have been on this medication.,0.0,0.0,racing heart episodes since medication,side effect slight decrease metabolism gained 5 pounds within 3 weeks starting medication benefit greatly outweighs minor side effect purposeful increase daily exercise helped prevent weight gain,take one 50 mg pill per day food milk,tachycardia Highly Effective,3.0
2529,lamisil,5,Considerably Effective,Severe Side Effects,toenail fungus,Fungus dead,0.0,0.0,fungus dead,skin rash 70 body,terbinafine taken eradicate nail fungus aggressively attacked 2 toenails spreading nearby digits terbinafine 250mg tablets taken 1 per day little 2 months first symptoms rash noticed slight itchy redness skin around chest stomach area symptoms noticed 5 21 7 weeks treatment condition diagnosed allergic reaction 6 10 time spread 70 body torso back legs diagnosing physician suspected terbinafine patient immediately stopped taking drug assessment original condition toenail fungus terbinafine already successfully resolved,toenail fungus Considerably Effective,
1490,metrogel,1,Ineffective,No Side Effects,bacterial infection,"There was an inital reduction in symptoms however in the end the treatment was not effective. The condition was eventually cleared up with Vandazole gel, which did work.",0.0,0.0,inital reduction symptoms however end treatment effective condition eventually cleared vandazole gel work,review,annual exam condition vaginal bacteria discovered doctor prescribed metrogel took 5 days evening bedtime symptoms resumed within 1 day completing treatment visit doctor resulted prescription vandazole gel work,bacterial infection Ineffective,0.0
3298,zoloft,10,Highly Effective,No Side Effects,depression/anxiety,Zoloft allowed me to continue my daily activities in a stressful job without feeling depressed or anxious.  I was more motivated to get out of bed and was more outgoing and energetic on the job.,0.0,0.0,zoloft allowed continue daily activities stressful job without feeling depressed anxious motivated get bed outgoing energetic job,affected side effects taking zoloft felt able encounter day without antidepressant weaned drug decreasing dosage side effects,antidepressants past 10 years primary care provider willing prescribe medication based upon request description symptoms,depression/anxiety Highly Effective,3.0
1811,humira,10,Highly Effective,No Side Effects,rheumatoid arthritis,"relieved pain, swelling, progression of damage to joints",0.0,0.0,relieved pain swelling progression damage joints,literally none mild itching injection site,one injection every week problem medication exhorbitant cost,rheumatoid arthritis Highly Effective,3.0
2021,protonix,8,Highly Effective,No Side Effects,acid reflux,effective in helplng to control acid reflux,0.0,0.0,effective helplng control acid reflux,none know present time donot know damage done internal orgins,one tablet day,acid reflux Highly Effective,3.0
506,paxil-cr,5,Moderately Effective,Severe Side Effects,anxiety/panic attacks,Controls the anxiety and fear of being without breathing.,0.0,0.0,controls anxiety fear without breathing,gain weight 60 pnds fron 125 lbs 180 lbs 5 4 lazyness sugar candy cravings depression form gain weight sleep lot concordance sex confussion nightmares moody constinspation begginng face breakouts intolerance short breath headeach among others,begginng dose 25 mg 1 5 yr may 08 dec 09 dec 09 want 2 bbs talked 2 doc start 12 5 week dec 7 09 end process turn back time omg used alternative treatments drugs,anxiety/panic attacks Moderately Effective,2.0
2595,buspar,9,Considerably Effective,No Side Effects,anxiety,symptoms of shortness of breath were reduced within weeks of starting this medication. Felt more energy during the day.,0.0,0.0,symptoms shortness breath reduced within weeks starting medication felt energy day,unable take late afternoon evening caused difficulty sleeping,overall treatment effective able take dosing due increase energy difficulty sleeping afternoon evening doses significant improvement symptoms first weeks treatment continue take long dosing effective,anxiety Considerably Effective,
3080,minocycline,9,Considerably Effective,Mild Side Effects,acne,Noticeably Clearer complexion in forty eight hours or less.  Issue around lack of maintenance of clear complexion.,0.0,0.0,noticeably clearer complexion forty eight hours less issue around lack maintenance clear complexion,gastric upset appetite suppression plethoric completion areas well pockets acne,prescribed take whenever flare period 7 days concerns regarding potential multiple resistant organisms considering intermittent nature dosing,acne Considerably Effective,
1755,topamax,5,Considerably Effective,Severe Side Effects,seizure/migraine,"I was prescribed this medicine by my neurologist who prescribed it to treat both seizures and migraine headaches. The medicine was very effective. In the 6 month period I was on the medicine, I only experienced 3 seizures compared to my normal 3 a week. Migraine headaches were also reduces, only apparent if triggered by something severe.",0.0,0.0,prescribed medicine neurologist prescribed treat seizures migraine headaches medicine effective 6 month period medicine experienced 3 seizures compared normal 3 week migraine headaches also reduces apparent triggered something severe,soda tasted horrible extreme loss appetite matter badly wanted unable eat bites food caused lose 25 pounds dropping 5 6 100 pounds worse effect diet effected cognitive processes became unable think clearly solving problems head nearly impossible complete loss focus concentration extreme forgetfulness inability structure sentences properly emotional highly uncharacteristic,medicine successful treating seizures migraines college student side effects became unbearable continue medication grades began slip discontinuing medication became necessary,seizure/migraine Considerably Effective,
907,paxil,7,Considerably Effective,No Side Effects,depression,The treatment benfits were...I was able to over come depression with assitance from the drug paxil.  Along with therapy and Paxil I was able to live a normal life till I was able to do it alone through the coping methods I learned in Therapy.  I had no side effects and paxil took the edge off and allowed me to work ont he issues subjectively.,0.0,0.0,treatment benfits able come depression assitance drug paxil along therapy paxil able live normal life till able alone coping methods learned therapy side effects paxil took edge allowed work ont issues subjectively,stated treatment side effects,con keep dosage due favorable results,depression Considerably Effective,
2052,prempro,10,Highly Effective,No Side Effects,"crashing fatigue, hot flashes, mood swings","On day two of taking prempro at 5pm, I felt the extreme crashing fatigue and weakness go away! I felt a calmness in my nerves and I no longer had hot flashes, my skin was actually cold to the touch. The underarm body odor that had occured out of nowhere, so bad I had to wear my husbands deoderant, that also went away immediatly. Energy level increased and the all over illness I felt went away.  Thank God!",0.0,0.0,day two taking prempro 5pm felt extreme crashing fatigue weakness go away felt calmness nerves longer hot flashes skin actually cold touch underarm body odor occured nowhere bad wear husbands deoderant also went away immediatly energy level increased illness felt went away thank god,far side effects none,take 1 pill 6 pm evening,"crashing fatigue, hot flashes, mood swings Highly Effective",3.0
3767,spironolactone,8,Highly Effective,Moderate Side Effects,acne,Eliminated cystic acne,0.0,0.0,eliminated cystic acne,frequent urination fatigue tender breasts,love effectiveness drug keep experimenting timing dosage 1 split dose 25 mg morning 25 mg night 2 50 mg dose morning 3 50 mg dose night take 50 mg morning feel sleepy perhaps due dehydration need drink water see situation improves take 50 mg night get pee sometimes twice night 25 mg twice per day seems like worst worlds tired day pee night next experiment taking 50 mg lunch increasing water intake maybe energetic morning least,acne Highly Effective,3.0
1683,claritin,5,Moderately Effective,Mild Side Effects,alergy,"The medication did provide some lessening of allergy symptoms.  It helped my nose not to water as much.  However, I still had congestion and some days where my allergies were quite uncomfortable.  It seemed the effects lessened as time went on so the medication was less effective than at the beginning. Also my eyes still itched.  My throat also itched.",0.0,0.0,medication provide lessening allergy symptoms helped nose water much however still congestion days allergies quite uncomfortable seemed effects lessened time went medication less effective beginning also eyes still itched throat also itched,suffered dry throat sore throat stuffy nose nose seemed get dry still felt congested run much also bronchial tubes hard time dilating times wheezed lessen asthma symptoms even though bouts asthma regular basis think side effects,took pills every morning night twelve hours apart doses medication keep awake make jittery medication also make drowsy like allergy medications medication however always relieve symptoms ultimately tried another medication see could get better results also use inhaler wheezing since medication help symptom,alergy Moderately Effective,2.0
552,doryx,4,Marginally Effective,No Side Effects,acne,"mild facial improvement, healing was faster. Problem persisted. Problem increased upon ceasing of the medication.",0.0,0.0,mild facial improvement healing faster problem persisted problem increased upon ceasing medication,none,daily doryx time release version doxycycline much expensive version insurance stopped paying cost prohibitive like ten dollars per day could opt twice daily generic doxycycline manufacturer claims effective,acne Marginally Effective,1.0
1873,doxycycline,5,Considerably Effective,Mild Side Effects,acne,My face and back acne cleared up within two weeks of regular use,0.0,0.0,face back acne cleared within two weeks regular use,nausea vaginal discomfort dryness,frustrating thing acne return shortly stop treatment,acne Considerably Effective,
3973,norvasc,10,Highly Effective,No Side Effects,blood pressure,lower top/bottom reading numbers. I really don't understand the readings but initially they were like 140/90. now they read 120/70.,0.0,0.0,lower top bottom reading numbers really understand readings initially like 140 90 read 120 70,none know well ask read even feel little spacey much function actually may combination bupropion,missed doses traveling reminded slight headache occur otherwise contacted pharmacy 6 day amount headache cleared,blood pressure Highly Effective,3.0
1816,humira,10,Highly Effective,Mild Side Effects,rheumatoi arthritis,amazing within 48 hrs virtually no pain,0.0,0.0,amazing within 48 hrs virtually pain,problem colds tend turn nasty last lot longer always flu jabs,using humira 4 years every 2 weeks took alongside methotrexate taken methx 3 years dont need catch cold delay injecting feel better missed 2 injections bad joint pain wish started sooner perhaps deformed hands,rheumatoi arthritis Highly Effective,3.0
3389,coumadin,5,Moderately Effective,Mild Side Effects,blood clots,prevent further clots and to dissolve pulmonary embolism,0.0,0.0,prevent clots dissolve pulmonary embolism,blood clotting times would vary tremendously required frequent testing determine dosage adjustments sometimes clotting times would need checked weekly often,diet restrictive much vitamin k could lead clots little could lead spontaneous bleeding medical procedure reqiured going coumadin hand going lovenox shots stomach week,blood clots Moderately Effective,2.0
3798,metformin-extended-release,10,Highly Effective,No Side Effects,diabetes,The drug significantly lower my blood glucose level. Currently my blood glucose runs an average of 115 with some days below 90.,0.0,0.0,drug significantly lower blood glucose level currently blood glucose runs average 115 days 90,although supposed side effect diarrhea fortunate make sure take food sometimes dont enough food stomach may cause upset nothing terrible otherwise side effect,take one tablet morning breakfast far additional dosage required,diabetes Highly Effective,3.0
1136,methadone,8,Highly Effective,Moderate Side Effects,opiate addiction,"I no longer have to rely on drug dealers to make it through the day. I went back to school, and I feel great about myself. I've also encouraged many friends, and even other family members to give it a try!",0.0,0.0,longer rely drug dealers make day went back school feel great also encouraged many friends even family members give try,drowsy first year would fall asleep anywhere,thankful methadone clinic receive dose cherry flavored liquid form temporarily switch clinics new clinic given pills diluted warm water noticed pills helped severe knee pain incredibly gone got back old clinic liquid cherry dose knee pain returned x 10 understand much pain anyone explain lost,opiate addiction Highly Effective,3.0
949,betamethasone,10,Highly Effective,No Side Effects,"itchy, red, irritated skin",Immediate relief and full recovery within 1 week.,0.0,0.0,immediate relief full recovery within 1 week,review,suffering repeated yeast infections able cure traditional store bought treatments 2 months chronic scratching skin outer vulva red sore still outrageously itchy gynaecologist prescribed betaderm applied twice daily 2 weeks worked amazingly well side effects,"itchy, red, irritated skin Highly Effective",3.0
3659,effexor-xr,8,Highly Effective,Mild Side Effects,depression,Decreasse in general anxiety symptoms and most symptoms of depression.,0.0,0.0,decreasse general anxiety symptoms symptoms depression,dry mouth initial constipation one month slightly elevated heart rate,150 mg capsule taken breakfast 75mg evening meal accompanied psychological counselling mainly cognitive behaviour therapy,depression Highly Effective,3.0
163,zomig,1,Ineffective,Extremely Severe Side Effects,migraine,The medicine did not work on her head  ache--she had it all day long.,0.0,0.0,medicine work head ache day long,sharon complained severe chest pain pills around 8 30 night also lot medications think combination medicines put heart attack passed away,took one pill doctors office took one home take died time night think much medication combination different medicines miss much july 17 2009,migraine Ineffective,0.0
1671,pepcid,7,Considerably Effective,No Side Effects,hives,"The famotidine has pracically eliminated the hives in conjunction with the Doxepin. I am now down to 20 mg of famotidine a day - I just take it in the evening. The next step will be to start taking it just every other day until I am off it completely. We'll monitor the hives alont the way, of course.",0.0,0.0,famotidine pracically eliminated hives conjunction doxepin 20 mg famotidine day take evening next step start taking every day completely monitor hives alont way course,review,please see treatment benefit answer,hives Considerably Effective,
1701,retin-a-micro,3,Considerably Effective,Severe Side Effects,cystic acne,"I didn't get any blackheads, and my cystic acne was considerably reduced. If a I started getting a giant underground pimple, it would clear up in a week. Without treatment, it could take a month or two to go away.",0.0,0.0,get blackheads cystic acne considerably reduced started getting giant underground pimple would clear week without treatment could take month two go away,extremely dry skin flaking patchy around mouth chin although peeling bad regular retin redness flaking skin affected appearance skin sensitive could consider using product long term basis,washing face evening bed time would apply thin layer,cystic acne Considerably Effective,
2397,synthroid,10,Considerably Effective,No Side Effects,hypothyroidism,"Increased energy, ability to focus, and increased ability to lose weight.  Patient suffered fewer low blood sugar episodes.  Thirty pounds of weight were lost in the first year.",0.0,0.0,increased energy ability focus increased ability lose weight patient suffered fewer low blood sugar episodes thirty pounds weight lost first year,none stated treatment benefits,patient hashimotos disease prescribed synthroid patient also working follow low carb diet regular exercise normal sleep time synthroid dosage increased 112 mcg per day original dose 50 cause concern progression disease far alternative approach therapy seems counteract progression blood work required every 6 months order help ensure proper dosage,hypothyroidism Considerably Effective,
2119,renova,7,Considerably Effective,Severe Side Effects,melasma,"Faint pigmentation started to disappear after ten days of use, and dark ones continued to become lighter.  Overall, skin became smoother and lighter after cleansing.",0.0,0.0,faint pigmentation started disappear ten days use dark ones continued become lighter overall skin became smoother lighter cleansing,sever redness scaling occurred especially around chin cheek could covered makeup mild itching sensation little disturbing focus work,applied night cleansing face thirty minutes going bed used 1 cm cream entire face neck followed 4 hydroquinone solution swelling occurred application omitted disappears usually took place 24 hours,melasma Considerably Effective,
3183,desyrel,1,Highly Effective,Severe Side Effects,insomnia,I did sleep reliably and without waking up in the middle of the night,0.0,0.0,sleep reliably without waking middle night,gradually got sedated day functioned though iq dropped 30 points kinda dumbed screwing work forgetting details working slowly able focus etc also became unassertive like realized happening went significant withdrawal reaction shaking extremely anxious really weird withdrawal reaction subsided couple days,prescribed drug insomnia md told used anti depressant work well good insomnia originally prescribed 25 mg suggested work 25 ineffective drug sensitive 25 mg really knocked could barely wake next day cut pills half seemed work gradually got effects mentioned realized later taken drug higher dose name desyrel 43 post partum depression work made blood pressure go number remember 77 44 reaction sedated confused etc would never taken identified desyrel even pharmacy information sheet realize weird thing drug makes confused subtly think clearly enough realize happening gets pretty bad know sensitive may completely idiosyncratic reaction think talked pharmacist said yeah people take know people take 300 mg night fine,insomnia Highly Effective,3.0
4062,amoxil,10,Highly Effective,No Side Effects,ear infection,"It cleared up the ear infection, but still didnt feel well from the cold my head was still conjusted and runny nose, but as far as the pain in the ear that
went away after taking the amoxicillin after a day.  I am continuing to take it to make sure the infection goes away.",0.0,0.0,cleared ear infection still didnt feel well cold head still conjusted runny nose far pain ear went away taking amoxicillin day continuing take make sure infection goes away,didnt side effects treatment,told take amoxicillin 3x day claritin motrin things seemed work fine,ear infection Highly Effective,3.0
3142,tylenol,8,Considerably Effective,Mild Side Effects,headache,"Actually symptoms dissapeared almost within 15-20 min after taking medication, making it easy to continue with your normal day activities, even if that includes gym or an outdoor activity.",0.0,0.0,actually symptoms dissapeared almost within 15 20 min taking medication making easy continue normal day activities even includes gym outdoor activity,sometimes felt nausea except significant side effect,two pills everytime headache avoiding take 4 pills one day,headache Considerably Effective,
1525,fluvoxamine,10,Highly Effective,No Side Effects,"ocd, bipolor disease","Stopped suicidal thoughts, stopped my constant worrying , my mind felt at peace for the first time in my life",0.0,0.0,stopped suicidal thoughts stopped constant worrying mind felt peace first time life,wt loss first,took 2 weeks work results felt miraculous constant suicidal thoughts gradually disappeared,"ocd, bipolor disease Highly Effective",3.0
3415,aricept,2,Marginally Effective,Severe Side Effects,alzheimer's,There seemed to be some mild improvement in alertness once he went onto the stronger (10 mg) version of the pill. There was no noticeable improvement in mood which was a disappointment.,0.0,0.0,seemed mild improvement alertness went onto stronger 10 mg version pill noticeable improvement mood disappointment,fairly severe nausea diarrhea cramps almost immediately switching higher aricept side effects severe medication discontinued,started introductory dose 5 mg graduated full dose 10 mg side effects became problem put back introductory dose side effects continued saw real benefits drug recently switched namenda patch seems tolerating,alzheimer's Marginally Effective,1.0
